Date;Adresse;Flux;Direction;Genre;Véhicule;Heure début;Heure fin;Nombre comptés
10/06/2025;Carrefour St Clair;Tous;Soldats →  Pont;Masculin;Vélo;08:30;08:45;7
10/06/2025;Carrefour St Clair;Tous;Soldats →  Pont;Masculin;Vélo;08:45;09:00;9
10/06/2025;Carrefour St Clair;Tous;Strasbourg → St Clair;Féminin;Vélo;07:30;07:45;10
10/06/2025;Carrefour St Clair;Tous;Strasbourg → St Clair;Féminin;Vélo;07:45;08:00;10
10/06/2025;Carrefour St Clair;Tous;Strasbourg → St Clair;Féminin;Vélo;08:00;08:15;9
10/06/2025;Carrefour St Clair;Tous;Strasbourg → St Clair;Féminin;Vélo;08:15;08:30;3
10/06/2025;Carrefour St Clair;Tous;Strasbourg → St Clair;Féminin;Vélo;08:30;08:45;20
10/06/2025;Carrefour St Clair;Tous;Strasbourg → St Clair;Féminin;Vélo;08:45;09:00;11
10/06/2025;Carrefour St Clair;Tous;Strasbourg → St Clair;Masculin;Vélo;07:30;07:45;5
10/06/2025;Carrefour St Clair;Tous;Strasbourg → St Clair;Masculin;Vélo;07:45;08:00;11
10/06/2025;Carrefour St Clair;Tous;Strasbourg → St Clair;Masculin;Vélo;08:00;08:15;15
10/06/2025;Carrefour St Clair;Tous;Strasbourg → St Clair;Masculin;Vélo;08:15;08:30;14
10/06/2025;Carrefour St Clair;Tous;Strasbourg → St Clair;Masculin;Vélo;08:30;08:45;22
10/06/2025;Carrefour St Clair;Tous;Strasbourg → St Clair;Masculin;Vélo;08:45;09:00;8
10/06/2025;Carrefour St Clair;Tous;Strasbourg → Pont;Féminin;Vélo;07:30;07:45;2
10/06/2025;Carrefour St Clair;Tous;Strasbourg → Pont;Féminin;Vélo;07:45;08:00;2
10/06/2025;Carrefour St Clair;Tous;Strasbourg → Pont;Féminin;Vélo;08:00;08:15;6
10/06/2025;Carrefour St Clair;Tous;Strasbourg → Pont;Féminin;Vélo;08:15;08:30;7
10/06/2025;Carrefour St Clair;Tous;Strasbourg → Pont;Féminin;Vélo;08:30;08:45;4
10/06/2025;Carrefour St Clair;Tous;Strasbourg → Pont;Féminin;Vélo;08:45;09:00;4
10/06/2025;Carrefour St Clair;Tous;Strasbourg → Pont;Masculin;Vélo;07:30;07:45;5
10/06/2025;Carrefour St Clair;Tous;Strasbourg → Pont;Masculin;Vélo;07:45;08:00;4
10/06/2025;Carrefour St Clair;Tous;Strasbourg → Pont;Masculin;Vélo;08:00;08:15;8
10/06/2025;Carrefour St Clair;Tous;Strasbourg → Pont;Masculin;Vélo;08:15;08:30;8
10/06/2025;Carrefour St Clair;Tous;Strasbourg → Pont;Masculin;Vélo;08:30;08:45;13
10/06/2025;Carrefour St Clair;Tous;Strasbourg → Pont;Masculin;Vélo;08:45;09:00;14
10/06/2025;Carrefour St Clair;Tous;St Clair → Pont;Féminin;Vélo;07:30;07:45;0
10/06/2025;Carrefour St Clair;Tous;St Clair → Pont;Féminin;Vélo;07:45;08:00;2
10/06/2025;Carrefour St Clair;Tous;St Clair → Pont;Féminin;Vélo;08:00;08:15;0
10/06/2025;Carrefour St Clair;Tous;St Clair → Pont;Féminin;Vélo;08:15;08:30;0
10/06/2025;Carrefour St Clair;Tous;St Clair → Pont;Féminin;Vélo;08:30;08:45;0
10/06/2025;Carrefour St Clair;Tous;St Clair → Pont;Féminin;Vélo;08:45;09:00;0
10/06/2025;Carrefour St Clair;Tous;St Clair → Pont;Masculin;Vélo;07:30;07:45;1
10/06/2025;Carrefour St Clair;Tous;St Clair → Pont;Masculin;Vélo;07:45;08:00;4
10/06/2025;Carrefour St Clair;Tous;St Clair → Pont;Masculin;Vélo;08:00;08:15;0
10/06/2025;Carrefour St Clair;Tous;St Clair → Pont;Masculin;Vélo;08:15;08:30;0
10/06/2025;Carrefour St Clair;Tous;St Clair → Pont;Masculin;Vélo;08:30;08:45;1
10/06/2025;Carrefour St Clair;Tous;St Clair → Pont;Masculin;Vélo;08:45;09:00;2
10/06/2025;Carrefour St Clair;Tous;St Clair → Strasbourg;Féminin;Vélo;07:30;07:45;0
10/06/2025;Carrefour St Clair;Tous;St Clair → Strasbourg;Féminin;Vélo;07:45;08:00;2
10/06/2025;Carrefour St Clair;Tous;St Clair → Strasbourg;Féminin;Vélo;08:00;08:15;1
10/06/2025;Carrefour St Clair;Tous;St Clair → Strasbourg;Féminin;Vélo;08:15;08:30;0
10/06/2025;Carrefour St Clair;Tous;St Clair → Strasbourg;Féminin;Vélo;08:30;08:45;2
10/06/2025;Carrefour St Clair;Tous;St Clair → Strasbourg;Féminin;Vélo;08:45;09:00;4
10/06/2025;Carrefour St Clair;Tous;St Clair → Strasbourg;Masculin;Vélo;07:30;07:45;1
10/06/2025;Carrefour St Clair;Tous;St Clair → Strasbourg;Masculin;Vélo;07:45;08:00;1
10/06/2025;Carrefour St Clair;Tous;St Clair → Strasbourg;Masculin;Vélo;08:00;08:15;5
10/06/2025;Carrefour St Clair;Tous;St Clair → Strasbourg;Masculin;Vélo;08:15;08:30;3
10/06/2025;Carrefour St Clair;Tous;St Clair → Strasbourg;Masculin;Vélo;08:30;08:45;5
10/06/2025;Carrefour St Clair;Tous;St Clair → Strasbourg;Masculin;Vélo;08:45;09:00;2
14/06/2022;Carrefour St Clair;Tous;Toutes;Indéfini/Mixte;Vélo;07:30:00;09:00:00;254
01/07/2021;Carrefour St Clair;Tous;Toutes;Indéfini/Mixte;Vélo;07:30:00;09:00:00;134
10/06/2025;Croisement Bonnafous/Herbouville;Bonnafous => Rhône;Descente;Masculin;Vélo;07:30:00;07:45:00;3
10/06/2025;Croisement Bonnafous/Herbouville;Bonnafous => Rhône;Descente;Masculin;EPDM;07:30:00;07:45:00;1
10/06/2025;Croisement Bonnafous/Herbouville;Bonnafous => Rhône;Descente;Féminin;Vélo;07:30:00;07:45:00;3
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => VL;Sud;Masculin;Vélo;07:30:00;07:45:00;3
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => VL;Sud;Féminin;Vélo;07:30:00;07:45:00;2
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => Presqu'ile;Sud;Féminin;Vélo;07:30:00;07:45:00;2
10/06/2025;Croisement Bonnafous/Herbouville;Presqu'ile => Herbouville;Nord;Masculin;Vélo;07:30:00;07:45:00;1
10/06/2025;Croisement Bonnafous/Herbouville;Bonnafous => Rhône;Descente;Masculin;Vélo;07:45:00;08:00:00;3
10/06/2025;Croisement Bonnafous/Herbouville;Bonnafous => Rhône;Descente;Féminin;Vélo;07:45:00;08:00:00;3
10/06/2025;Croisement Bonnafous/Herbouville;Rhône => Bonnafous;Montée;Masculin;Vélo;07:45:00;08:00:00;1
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => VL;Sud;Masculin;Vélo;07:45:00;08:00:00;8
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => VL;Sud;Féminin;Vélo;07:45:00;08:00:00;7
10/06/2025;Croisement Bonnafous/Herbouville;VL => Herbouville;Nord;Masculin;Vélo;07:45:00;08:00:00;2
10/06/2025;Croisement Bonnafous/Herbouville;VL => Herbouville;Nord;Féminin;Vélo;07:45:00;08:00:00;3
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => Presqu'ile;Sud;Masculin;Vélo;07:45:00;08:00:00;3
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => Presqu'ile;Sud;Masculin;Cargo;07:45:00;08:00:00;1
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => Presqu'ile;Sud;Masculin;EPDM;07:45:00;08:00:00;1
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => Presqu'ile;Sud;Féminin;Vélo;07:45:00;08:00:00;5
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => Presqu'ile;Sud;Féminin;Cargo;07:45:00;08:00:00;1
10/06/2025;Croisement Bonnafous/Herbouville;Presqu'ile => Herbouville;Nord;Masculin;Vélo;07:45:00;08:00:00;2
10/06/2025;Croisement Bonnafous/Herbouville;Presqu'ile => Herbouville;Nord;Féminin;Vélo;07:45:00;08:00:00;1
10/06/2025;Croisement Bonnafous/Herbouville;Bonnafous => Rhône;Descente;Masculin;Vélo;08:00:00;08:15:00;2
10/06/2025;Croisement Bonnafous/Herbouville;Bonnafous => Rhône;Descente;Féminin;Vélo;08:00:00;08:15:00;4
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => VL;Sud;Masculin;Vélo;08:00:00;08:15:00;6
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => VL;Sud;Masculin;Cargo;08:00:00;08:15:00;2
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => VL;Sud;Féminin;Vélo;08:00:00;08:15:00;5
10/06/2025;Croisement Bonnafous/Herbouville;VL => Herbouville;Nord;Féminin;Vélo;08:00:00;08:15:00;2
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => Presqu'ile;Sud;Masculin;Vélo;08:00:00;08:15:00;5
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => Presqu'ile;Sud;Masculin;Cargo;08:00:00;08:15:00;1
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => Presqu'ile;Sud;Féminin;Vélo;08:00:00;08:15:00;10
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => Presqu'ile;Sud;Féminin;Cargo;08:00:00;08:15:00;1
10/06/2025;Croisement Bonnafous/Herbouville;Presqu'ile => Herbouville;Nord;Masculin;Vélo;08:00:00;08:15:00;2
10/06/2025;Croisement Bonnafous/Herbouville;Presqu'ile => Herbouville;Nord;Féminin;Vélo;08:00:00;08:15:00;1
10/06/2025;Croisement Bonnafous/Herbouville;Bonnafous => Rhône;Descente;Masculin;Vélo;08:15:00;08:30:00;7
10/06/2025;Croisement Bonnafous/Herbouville;Bonnafous => Rhône;Descente;Féminin;Vélo;08:15:00;08:30:00;8
10/06/2025;Croisement Bonnafous/Herbouville;Bonnafous => Rhône;Descente;Féminin;EPDM;08:15:00;08:30:00;1
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => VL;Sud;Masculin;Vélo;08:15:00;08:30:00;14
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => VL;Sud;Masculin;Cargo;08:15:00;08:30:00;4
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => VL;Sud;Féminin;Vélo;08:15:00;08:30:00;9
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => VL;Sud;Féminin;Cargo;08:15:00;08:30:00;1
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => Presqu'ile;Sud;Masculin;Vélo;08:15:00;08:30:00;10
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => Presqu'ile;Sud;Masculin;EPDM;08:15:00;08:30:00;2
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => Presqu'ile;Sud;Féminin;Vélo;08:15:00;08:30:00;5
10/06/2025;Croisement Bonnafous/Herbouville;Presqu'ile => Herbouville;Nord;Masculin;Vélo;08:15:00;08:30:00;3
10/06/2025;Croisement Bonnafous/Herbouville;Presqu'ile => Herbouville;Nord;Féminin;Vélo;08:15:00;08:30:00;2
10/06/2025;Croisement Bonnafous/Herbouville;Bonnafous => Rhône;Descente;Masculin;Vélo;08:30:00;08:45:00;8
10/06/2025;Croisement Bonnafous/Herbouville;Bonnafous => Rhône;Descente;Masculin;EPDM;08:30:00;08:45:00;1
10/06/2025;Croisement Bonnafous/Herbouville;Bonnafous => Rhône;Descente;Féminin;Vélo;08:30:00;08:45:00;3
10/06/2025;Croisement Bonnafous/Herbouville;Rhône => Bonnafous;Montée;Masculin;Vélo;08:30:00;08:45:00;2
10/06/2025;Croisement Bonnafous/Herbouville;Rhône => Bonnafous;Montée;Féminin;Vélo;08:30:00;08:45:00;1
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => VL;Sud;Masculin;Vélo;08:30:00;08:45:00;9
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => VL;Sud;Féminin;Vélo;08:30:00;08:45:00;7
10/06/2025;Croisement Bonnafous/Herbouville;VL => Herbouville;Nord;Masculin;Vélo;08:30:00;08:45:00;5
10/06/2025;Croisement Bonnafous/Herbouville;VL => Herbouville;Nord;Féminin;Vélo;08:30:00;08:45:00;1
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => Presqu'ile;Sud;Masculin;Vélo;08:30:00;08:45:00;9
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => Presqu'ile;Sud;Masculin;EPDM;08:30:00;08:45:00;2
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => Presqu'ile;Sud;Féminin;Vélo;08:30:00;08:45:00;8
10/06/2025;Croisement Bonnafous/Herbouville;Presqu'ile => Herbouville;Nord;Masculin;Vélo;08:30:00;08:45:00;2
10/06/2025;Croisement Bonnafous/Herbouville;Presqu'ile => Herbouville;Nord;Féminin;Vélo;08:30:00;08:45:00;1
10/06/2025;Croisement Bonnafous/Herbouville;Bonnafous => Rhône;Descente;Masculin;Vélo;08:45:00;09:00:00;6
10/06/2025;Croisement Bonnafous/Herbouville;Bonnafous => Rhône;Descente;Féminin;Vélo;08:45:00;09:00:00;2
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => VL;Sud;Masculin;Vélo;08:45:00;09:00:00;9
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => VL;Sud;Féminin;Vélo;08:45:00;09:00:00;4
10/06/2025;Croisement Bonnafous/Herbouville;VL => Herbouville;Nord;Masculin;Vélo;08:45:00;09:00:00;5
10/06/2025;Croisement Bonnafous/Herbouville;VL => Herbouville;Nord;Féminin;Vélo;08:45:00;09:00:00;2
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => Presqu'ile;Sud;Masculin;Vélo;08:45:00;09:00:00;10
10/06/2025;Croisement Bonnafous/Herbouville;Herbouville => Presqu'ile;Sud;Féminin;Vélo;08:45:00;09:00:00;11
10/06/2025;Croisement Bonnafous/Herbouville;Presqu'ile => Herbouville;Nord;Masculin;Vélo;08:45:00;09:00:00;3
10/06/2025;Croisement Bonnafous/Herbouville;Presqu'ile => Herbouville;Nord;Féminin;Vélo;08:45:00;09:00:00;2
03/12/2024;Gare de Crépieux;Tous;Toutes;Masculin;Vélo;07:30;07:45;4
03/12/2024;Gare de Crépieux;Tous;Toutes;Masculin;Vélo;07:45;08:00;4
03/12/2024;Gare de Crépieux;Tous;Toutes;Masculin;Vélo;08:00;08:15;5
03/12/2024;Gare de Crépieux;Tous;Toutes;Masculin;Vélo;08:15;08:30;9
03/12/2024;Gare de Crépieux;Tous;Toutes;Masculin;Vélo;08:30;08:45;12
03/12/2024;Gare de Crépieux;Tous;Toutes;Masculin;Vélo;08:45;09:00;4
03/12/2024;Gare de Crépieux;Tous;Toutes;Féminin;Vélo;07:30;07:45;6
03/12/2024;Gare de Crépieux;Tous;Toutes;Féminin;Vélo;07:45;08:00;6
03/12/2024;Gare de Crépieux;Tous;Toutes;Féminin;Vélo;08:00;08:15;2
03/12/2024;Gare de Crépieux;Tous;Toutes;Féminin;Vélo;08:15;08:30;6
03/12/2024;Gare de Crépieux;Tous;Toutes;Féminin;Vélo;08:30;08:45;4
03/12/2024;Gare de Crépieux;Tous;Toutes;Féminin;Vélo;08:45;09:00;4
03/12/2024;Gare de Crépieux;Tous;Toutes;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;07:45;0
03/12/2024;Gare de Crépieux;Tous;Toutes;Indéfini/Mixte;Cargo/Longtail/Remorque;07:45;08:00;1
03/12/2024;Gare de Crépieux;Tous;Toutes;Indéfini/Mixte;Cargo/Longtail/Remorque;08:00;08:15;0
03/12/2024;Gare de Crépieux;Tous;Toutes;Indéfini/Mixte;Cargo/Longtail/Remorque;08:15;08:30;0
03/12/2024;Gare de Crépieux;Tous;Toutes;Indéfini/Mixte;Cargo/Longtail/Remorque;08:30;08:45;1
03/12/2024;Gare de Crépieux;Tous;Toutes;Indéfini/Mixte;Cargo/Longtail/Remorque;08:45;09:00;0
03/12/2024;Gare de Crépieux;Tous;Toutes;Indéfini/Mixte;Trotinette/EDPM;07:30;07:45;1
03/12/2024;Gare de Crépieux;Tous;Toutes;Indéfini/Mixte;Trotinette/EDPM;07:45;08:00;0
03/12/2024;Gare de Crépieux;Tous;Toutes;Indéfini/Mixte;Trotinette/EDPM;08:00;08:15;2
03/12/2024;Gare de Crépieux;Tous;Toutes;Indéfini/Mixte;Trotinette/EDPM;08:15;08:30;0
03/12/2024;Gare de Crépieux;Tous;Toutes;Indéfini/Mixte;Trotinette/EDPM;08:30;08:45;2
03/12/2024;Gare de Crépieux;Tous;Toutes;Indéfini/Mixte;Trotinette/EDPM;08:45;09:00;0
03/12/2024;La Buissière;Route de Strasbourg;vers Caluire/Lyon;Indéfini/Mixte;Vélo;07:30;07:45;4
03/12/2024;La Buissière;Route de Strasbourg;vers Caluire/Lyon;Indéfini/Mixte;Vélo;07:45;08:00;3
03/12/2024;La Buissière;Route de Strasbourg;vers Caluire/Lyon;Indéfini/Mixte;Vélo;08:00;08:15;5
03/12/2024;La Buissière;Route de Strasbourg;vers Caluire/Lyon;Indéfini/Mixte;Vélo;08:15;08:30;2
03/12/2024;La Buissière;Route de Strasbourg;vers Caluire/Lyon;Indéfini/Mixte;Vélo;08:30;08:45;5
03/12/2024;La Buissière;Route de Strasbourg;vers Caluire/Lyon;Indéfini/Mixte;Vélo;08:45;09:00;3
03/12/2024;La Buissière;Route de Strasbourg;vers Caluire/Lyon;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;07:45;0
03/12/2024;La Buissière;Route de Strasbourg;vers Caluire/Lyon;Indéfini/Mixte;Cargo/Longtail/Remorque;07:45;08:00;0
03/12/2024;La Buissière;Route de Strasbourg;vers Caluire/Lyon;Indéfini/Mixte;Cargo/Longtail/Remorque;08:00;08:15;1
03/12/2024;La Buissière;Route de Strasbourg;vers Caluire/Lyon;Indéfini/Mixte;Cargo/Longtail/Remorque;08:15;08:30;0
03/12/2024;La Buissière;Route de Strasbourg;vers Caluire/Lyon;Indéfini/Mixte;Cargo/Longtail/Remorque;08:30;08:45;0
03/12/2024;La Buissière;Route de Strasbourg;vers Caluire/Lyon;Indéfini/Mixte;Cargo/Longtail/Remorque;08:45;09:00;0
03/12/2024;La Buissière;Route de Strasbourg;vers Caluire/Lyon;Indéfini/Mixte;Trotinette/EDPM;07:30;07:45;0
03/12/2024;La Buissière;Route de Strasbourg;vers Caluire/Lyon;Indéfini/Mixte;Trotinette/EDPM;07:45;08:00;0
03/12/2024;La Buissière;Route de Strasbourg;vers Caluire/Lyon;Indéfini/Mixte;Trotinette/EDPM;08:00;08:15;0
03/12/2024;La Buissière;Route de Strasbourg;vers Caluire/Lyon;Indéfini/Mixte;Trotinette/EDPM;08:15;08:30;2
03/12/2024;La Buissière;Route de Strasbourg;vers Caluire/Lyon;Indéfini/Mixte;Trotinette/EDPM;08:30;08:45;0
03/12/2024;La Buissière;Route de Strasbourg;vers Caluire/Lyon;Indéfini/Mixte;Trotinette/EDPM;08:45;09:00;1
03/12/2024;La Buissière;Route de Strasbourg;vers Route Genève;Indéfini/Mixte;Vélo;07:30;07:45;0
03/12/2024;La Buissière;Route de Strasbourg;vers Route Genève;Indéfini/Mixte;Vélo;07:45;08:00;0
03/12/2024;La Buissière;Route de Strasbourg;vers Route Genève;Indéfini/Mixte;Vélo;08:00;08:15;1
03/12/2024;La Buissière;Route de Strasbourg;vers Route Genève;Indéfini/Mixte;Vélo;08:15;08:30;0
03/12/2024;La Buissière;Route de Strasbourg;vers Route Genève;Indéfini/Mixte;Vélo;08:30;08:45;0
03/12/2024;La Buissière;Route de Strasbourg;vers Route Genève;Indéfini/Mixte;Vélo;08:45;09:00;0
03/12/2024;La Buissière;Route de Strasbourg;vers Route Genève;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;07:45;0
03/12/2024;La Buissière;Route de Strasbourg;vers Route Genève;Indéfini/Mixte;Cargo/Longtail/Remorque;07:45;08:00;0
03/12/2024;La Buissière;Route de Strasbourg;vers Route Genève;Indéfini/Mixte;Cargo/Longtail/Remorque;08:00;08:15;0
03/12/2024;La Buissière;Route de Strasbourg;vers Route Genève;Indéfini/Mixte;Cargo/Longtail/Remorque;08:15;08:30;0
03/12/2024;La Buissière;Route de Strasbourg;vers Route Genève;Indéfini/Mixte;Cargo/Longtail/Remorque;08:30;08:45;0
03/12/2024;La Buissière;Route de Strasbourg;vers Route Genève;Indéfini/Mixte;Cargo/Longtail/Remorque;08:45;09:00;0
03/12/2024;La Buissière;Route de Strasbourg;vers Route Genève;Indéfini/Mixte;Trotinette/EDPM;07:30;07:45;0
03/12/2024;La Buissière;Route de Strasbourg;vers Route Genève;Indéfini/Mixte;Trotinette/EDPM;07:45;08:00;0
03/12/2024;La Buissière;Route de Strasbourg;vers Route Genève;Indéfini/Mixte;Trotinette/EDPM;08:00;08:15;0
03/12/2024;La Buissière;Route de Strasbourg;vers Route Genève;Indéfini/Mixte;Trotinette/EDPM;08:15;08:30;0
03/12/2024;La Buissière;Route de Strasbourg;vers Route Genève;Indéfini/Mixte;Trotinette/EDPM;08:30;08:45;0
03/12/2024;La Buissière;Route de Strasbourg;vers Route Genève;Indéfini/Mixte;Trotinette/EDPM;08:45;09:00;0
03/12/2024;La Buissière;Route de Strasbourg;vers Chemin Bussière;Indéfini/Mixte;Vélo;07:30;07:45;2
03/12/2024;La Buissière;Route de Strasbourg;vers Chemin Bussière;Indéfini/Mixte;Vélo;07:45;08:00;1
03/12/2024;La Buissière;Route de Strasbourg;vers Chemin Bussière;Indéfini/Mixte;Vélo;08:00;08:15;2
03/12/2024;La Buissière;Route de Strasbourg;vers Chemin Bussière;Indéfini/Mixte;Vélo;08:15;08:30;1
03/12/2024;La Buissière;Route de Strasbourg;vers Chemin Bussière;Indéfini/Mixte;Vélo;08:30;08:45;0
03/12/2024;La Buissière;Route de Strasbourg;vers Chemin Bussière;Indéfini/Mixte;Vélo;08:45;09:00;2
03/12/2024;La Buissière;Route de Strasbourg;vers Chemin Bussière;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;07:45;0
03/12/2024;La Buissière;Route de Strasbourg;vers Chemin Bussière;Indéfini/Mixte;Cargo/Longtail/Remorque;07:45;08:00;0
03/12/2024;La Buissière;Route de Strasbourg;vers Chemin Bussière;Indéfini/Mixte;Cargo/Longtail/Remorque;08:00;08:15;0
03/12/2024;La Buissière;Route de Strasbourg;vers Chemin Bussière;Indéfini/Mixte;Cargo/Longtail/Remorque;08:15;08:30;0
03/12/2024;La Buissière;Route de Strasbourg;vers Chemin Bussière;Indéfini/Mixte;Cargo/Longtail/Remorque;08:30;08:45;0
03/12/2024;La Buissière;Route de Strasbourg;vers Chemin Bussière;Indéfini/Mixte;Cargo/Longtail/Remorque;08:45;09:00;0
03/12/2024;La Buissière;Route de Strasbourg;vers Chemin Bussière;Indéfini/Mixte;Trotinette/EDPM;07:30;07:45;1
03/12/2024;La Buissière;Route de Strasbourg;vers Chemin Bussière;Indéfini/Mixte;Trotinette/EDPM;07:45;08:00;0
03/12/2024;La Buissière;Route de Strasbourg;vers Chemin Bussière;Indéfini/Mixte;Trotinette/EDPM;08:00;08:15;0
03/12/2024;La Buissière;Route de Strasbourg;vers Chemin Bussière;Indéfini/Mixte;Trotinette/EDPM;08:15;08:30;0
03/12/2024;La Buissière;Route de Strasbourg;vers Chemin Bussière;Indéfini/Mixte;Trotinette/EDPM;08:30;08:45;0
03/12/2024;La Buissière;Route de Strasbourg;vers Chemin Bussière;Indéfini/Mixte;Trotinette/EDPM;08:45;09:00;0
03/12/2024;La Buissière;Route de Genève;vers Caluire/Lyon;Indéfini/Mixte;Vélo;07:30;07:45;3
03/12/2024;La Buissière;Route de Genève;vers Caluire/Lyon;Indéfini/Mixte;Vélo;07:45;08:00;0
03/12/2024;La Buissière;Route de Genève;vers Caluire/Lyon;Indéfini/Mixte;Vélo;08:00;08:15;2
03/12/2024;La Buissière;Route de Genève;vers Caluire/Lyon;Indéfini/Mixte;Vélo;08:15;08:30;3
03/12/2024;La Buissière;Route de Genève;vers Caluire/Lyon;Indéfini/Mixte;Vélo;08:30;08:45;3
03/12/2024;La Buissière;Route de Genève;vers Caluire/Lyon;Indéfini/Mixte;Vélo;08:45;09:00;2
03/12/2024;La Buissière;Route de Genève;vers Caluire/Lyon;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;07:45;0
03/12/2024;La Buissière;Route de Genève;vers Caluire/Lyon;Indéfini/Mixte;Cargo/Longtail/Remorque;07:45;08:00;0
03/12/2024;La Buissière;Route de Genève;vers Caluire/Lyon;Indéfini/Mixte;Cargo/Longtail/Remorque;08:00;08:15;0
03/12/2024;La Buissière;Route de Genève;vers Caluire/Lyon;Indéfini/Mixte;Cargo/Longtail/Remorque;08:15;08:30;1
03/12/2024;La Buissière;Route de Genève;vers Caluire/Lyon;Indéfini/Mixte;Cargo/Longtail/Remorque;08:30;08:45;0
03/12/2024;La Buissière;Route de Genève;vers Caluire/Lyon;Indéfini/Mixte;Cargo/Longtail/Remorque;08:45;09:00;0
03/12/2024;La Buissière;Route de Genève;vers Caluire/Lyon;Indéfini/Mixte;Trotinette/EDPM;07:30;07:45;1
03/12/2024;La Buissière;Route de Genève;vers Caluire/Lyon;Indéfini/Mixte;Trotinette/EDPM;07:45;08:00;0
03/12/2024;La Buissière;Route de Genève;vers Caluire/Lyon;Indéfini/Mixte;Trotinette/EDPM;08:00;08:15;1
03/12/2024;La Buissière;Route de Genève;vers Caluire/Lyon;Indéfini/Mixte;Trotinette/EDPM;08:15;08:30;1
03/12/2024;La Buissière;Route de Genève;vers Caluire/Lyon;Indéfini/Mixte;Trotinette/EDPM;08:30;08:45;0
03/12/2024;La Buissière;Route de Genève;vers Caluire/Lyon;Indéfini/Mixte;Trotinette/EDPM;08:45;09:00;0
03/12/2024;La Buissière;Route Genève/Strasbourg;Lyon/Caluire Vers Rilleux;Indéfini/Mixte;Vélo;07:30;07:45;0
03/12/2024;La Buissière;Route Genève/Strasbourg;Lyon/Caluire Vers Rilleux;Indéfini/Mixte;Vélo;07:45;08:00;2
03/12/2024;La Buissière;Route Genève/Strasbourg;Lyon/Caluire Vers Rilleux;Indéfini/Mixte;Vélo;08:00;08:15;3
03/12/2024;La Buissière;Route Genève/Strasbourg;Lyon/Caluire Vers Rilleux;Indéfini/Mixte;Vélo;08:15;08:30;2
03/12/2024;La Buissière;Route Genève/Strasbourg;Lyon/Caluire Vers Rilleux;Indéfini/Mixte;Vélo;08:30;08:45;2
03/12/2024;La Buissière;Route Genève/Strasbourg;Lyon/Caluire Vers Rilleux;Indéfini/Mixte;Vélo;08:45;09:00;2
03/12/2024;La Buissière;Route Genève/Strasbourg;Lyon/Caluire Vers Rilleux;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;07:45;0
03/12/2024;La Buissière;Route Genève/Strasbourg;Lyon/Caluire Vers Rilleux;Indéfini/Mixte;Cargo/Longtail/Remorque;07:45;08:00;0
03/12/2024;La Buissière;Route Genève/Strasbourg;Lyon/Caluire Vers Rilleux;Indéfini/Mixte;Cargo/Longtail/Remorque;08:00;08:15;0
03/12/2024;La Buissière;Route Genève/Strasbourg;Lyon/Caluire Vers Rilleux;Indéfini/Mixte;Cargo/Longtail/Remorque;08:15;08:30;1
03/12/2024;La Buissière;Route Genève/Strasbourg;Lyon/Caluire Vers Rilleux;Indéfini/Mixte;Cargo/Longtail/Remorque;08:30;08:45;0
03/12/2024;La Buissière;Route Genève/Strasbourg;Lyon/Caluire Vers Rilleux;Indéfini/Mixte;Cargo/Longtail/Remorque;08:45;09:00;0
