channel_id;counter_id;start_datetime;end_datetime;count
100034428;;2023-03-30 10:00:00+02:00;2023-03-30 11:00:00+02:00;57
100034428;;2023-03-30 09:00:00+02:00;2023-03-30 10:00:00+02:00;117
100034428;;2023-03-30 08:00:00+02:00;2023-03-30 09:00:00+02:00;208
100034428;;2023-03-30 07:00:00+02:00;2023-03-30 08:00:00+02:00;83
100034428;;2023-03-30 06:00:00+02:00;2023-03-30 07:00:00+02:00;7
100034428;;2023-03-30 05:00:00+02:00;2023-03-30 06:00:00+02:00;7
100034428;;2023-03-30 04:00:00+02:00;2023-03-30 05:00:00+02:00;3
100034428;;2023-03-30 03:00:00+02:00;2023-03-30 04:00:00+02:00;6
100034428;;2023-03-30 02:00:00+02:00;2023-03-30 03:00:00+02:00;3
100034429;;2023-04-06 01:00:00+02:00;2023-04-06 02:00:00+02:00;10
100034429;;2023-04-06 00:00:00+02:00;2023-04-06 01:00:00+02:00;31
